,score,tweet
1203,1.0,"For everyone who is wondering where I have been mini-blogging lately, you may point your browser to http://al7air.jaiku.com/ HAPPYSMILEY1
"
1204,1.0,"Staring at a flashing cursor with no idea what to do.. HAPPYSMILEY1
"
1205,1.0,"Круто! HAPPYSMILEY1
"
1206,1.0,"working as usual...but working at home so it's a good thing HAPPYSMILEY1
"
1207,1.0,"Trying out twitter for the first time HAPPYSMILEY1
"
1208,1.0,"Setting up Twitter HAPPYSMILEY1
"
1209,1.0,"Leave me alone, I'm working. HAPPYSMILEY1
"
1210,1.0,"listening My Bloody Valentine HAPPYSMILEY1
"
1211,1.0,"grind to thrive HAPPYSMILEY1
"
1212,1.0,"Привет HAPPYSMILEY1
"
1213,1.0,"shooting the dogs HAPPYSMILEY1
"
1214,1.0,"what should i do with this?? I don;t know how it works!! but just hello soojung HAPPYSMILEY1
"
1215,1.0,"Hmmmm ... I don't know what I'm doing! Trying to figure out what I'm doing here! HAPPYSMILEY1
"
1216,1.0,"Had a great time yesterday. HAPPYSMILEY1
"
1217,1.0,"Had a great time yesterday. HAPPYSMILEY1
"
1218,1.0,"""""""watching"""" Law and Order and fooling around on the internet -- all in an attempt to distract myself from myself!  HAPPYSMILEY1""
"
1219,1.0,"Just accepted duke's twitter invite HAPPYSMILEY2  wasn't able to register my fone coz i have to send a text message to a US-based number. (grouch!)
"
1220,1.0,"just got rambo! come by the apartment and play with him HAPPYSMILEY1
"
1221,1.0,"Вова, кто эти люди? (с) HAPPYSMILEY1
"
1222,1.0,"Waiting for more people to use Twitter HAPPYSMILEY1
"
1223,1.0,"Tô na aula. HAPPYSMILEY1
"
1224,1.0,"Well, its all over for another year.  Keep an eye out for the Waterfront election special later this morning.  Goodnight HAPPYSMILEY1
"
1225,1.0,"getting ready to go to sleep. moving in two weeks. HAPPYSMILEY1
"
1226,1.0,"Nice an sunny here in Amsterdam. great day. HAPPYSMILEY1
"
1227,1.0,"It's cold today in Israel, but I have in my room air conditioner HAPPYSMILEY1 http://www.israel1.org Come to see Israel HAPPYSMILEY1
"
1228,1.0,"at home HAPPYSMILEY1
"
1229,1.0,"twitter.. hmm.. still don't use it HAPPYSMILEY1
"
1230,1.0,"HAPPYSMILEY1
"
1231,1.0,"needs some people to follow on Twitter... join me HAPPYSMILEY1  www.twitter.com
"
1232,1.0,"I am about to take a little nap!! HAPPYSMILEY1
"
1233,1.0,"off to eat HAPPYSMILEY1
"
1234,1.0,"you tube day HAPPYSMILEY1
"
1235,1.0,"HAPPYSMILEY1
"
1236,1.0,"@bRo0Ke ขอบใจนะจ๊ะ สำหรับแปลประโยคของเจน HAPPYSMILEY1
"
1237,1.0,"Logging onto twitter for the first time HAPPYSMILEY1
"
1238,1.0,"Taking a huge break from lovely twitter. Still thinking of you lot! HAPPYSMILEY2
"
1239,1.0,"on the assumption that anyone does bother reading this - www.iphoneibiza.com - it works HAPPYSMILEY1
"
1240,1.0,"none sorry. I was testing this out for the first time HAPPYSMILEY1
"
1241,1.0,"HAPPYSMILEY1
"
1242,1.0,"Жду покупки водительских прав HAPPYSMILEY1 Добрать до собственно ручной сдачи не удалось. Коррупция процветает!
"
1243,1.0,"Rob is waiting (on hold) on the telephone trying to sort his taxes out... Woo-hoo i've got a rebate coming my way HAPPYSMILEY2
"
1244,1.0,"working on... HAPPYSMILEY1
"
1245,1.0,"Trying to figure out what this Twitter is all about HAPPYSMILEY1
"
1246,1.0,"In branson on spring break! HAPPYSMILEY1 who's this? I didn't know that an actual person would respond...
"
1247,1.0,"looking forward to Easter HAPPYSMILEY2
"
1248,1.0,"Всем привет! HAPPYSMILEY1
"
1249,1.0,"Chilling with the urge to eat more.... HAPPYSMILEY1
"
1250,1.0,"As usual, working HAPPYSMILEY1
"
1251,1.0,"I've had a lot of fun tongue lashing lately. HAPPYSMILEY2 But now I'm down with fever SADSMILEY2
"
1252,1.0,"Finally! www.piterek.com on the web HAPPYSMILEY1
"
1253,1.0,"Ate too many hot cross buns.. now really sleepy.. lost the will to work, bu then again when did it start ? Home soon and just got paid HAPPYSMILEY1
"
1254,1.0,"irst. HAPPYSMILEY3
"
1255,1.0,"I'm at work!  HAPPYSMILEY1
"
1256,1.0,"I own websites,  look at  www.greatmexicancuisine.com and www.gmhblobalventures.com .  I offer food and travel,  check it out HAPPYSMILEY1
"
1257,1.0,"Working as usual, learning to manage my time better HAPPYSMILEY1
"
1258,1.0,"""I am never outside """"Second Life."""" HAPPYSMILEY1 That is where I exist. My """"mundane"""" is outside the Grid. He is my Walt. I am his Mickey Mouse.""
"
1259,1.0,"Kicking it old school HAPPYSMILEY1
"
1260,1.0,"Leaning about twitter.. don't know if I'll use it.  If this is still my status the answer is no.  HAPPYSMILEY1
"
1261,1.0,"HAPPYSMILEY1)) сука пиздец
"
1262,1.0,"whoa! I am on the internet HAPPYSMILEY1 I don't get twitter. how do I send it stuff through my phone?
"
1263,1.0,"heading to the cape HAPPYSMILEY1
"
1264,1.0,"Looking out of a window and seeing some early morning fog HAPPYSMILEY2
"
1265,1.0,"HAPPYSMILEY2
"
1266,1.0,"is praying you'll have a meaningful Easter Sunday. HAPPYSMILEY1
"
1267,1.0,"Happy Easter Sunday to all HAPPYSMILEY1
"
1268,1.0,"Who's G and what was so great ...?!?  And what is this Twitter thing?  HAPPYSMILEY1
"
1269,1.0,"""Chilling on Easter Sunday. Just finished watching the movie """"Run fat boy Run"""" ha ha a good laugh... 4 out of 10 though HAPPYSMILEY1""
"
1270,1.0,"sitting on my ass eating ice cream HAPPYSMILEY1
"
1271,1.0,"just got tweet set up HAPPYSMILEY1
"
1272,1.0,"i am about to make it happen on monday.. HAPPYSMILEY2
"
1273,1.0,"The site's on hold for some time. Stay tuned HAPPYSMILEY1
"
1274,1.0,"This is really great HAPPYSMILEY2
"
1275,1.0,"I'm being very comfy right now, trying to decide which piece of chocolate to eat first.  HAPPYSMILEY1
"
1276,1.0,"sat on a bed with a gorgeous girl HAPPYSMILEY2
"
1277,1.0,"trying to make a best out of every moment HAPPYSMILEY1
"
1278,1.0,"Let do this right.. you are always wrong and I'm always right! HAPPYSMILEY1 Good morning!
"
1279,1.0,"hi Neil how you doing? HAPPYSMILEY1
"
1280,1.0,"HAPPYSMILEY2
"
1281,1.0,"""catarrh: """"...горький хотел создать религию и церковь труда! после этого ленин посоветовал ему упорнее лечиться HAPPYSMILEY1 при попытке самоубийст ...""
"
1282,1.0,"Hey, when you have a second can you give me Gail's work number HAPPYSMILEY1  Thanks Peter
"
1283,1.0,"""home, good to be back in Bali - got a """"new"""" shake down coming through customs - I'm now """"shaved"""" HAPPYSMILEY1""
"
1284,1.0,"Setting up twitter after hearing about it on TWiT for the 25,000th time. HAPPYSMILEY2
"
1285,1.0,"Nothing! HAPPYSMILEY1
"
1286,1.0,"I should write a job application letter but I'll go walking instead. Much better for my mental health HAPPYSMILEY1
"
1287,1.0,"Trying to get off of the computer.. HAPPYSMILEY1
"
1288,1.0,"I just set up my twitter account for Team Otis HAPPYSMILEY1
"
1289,1.0,"looking for soles to torment HAPPYSMILEY1
"
1290,1.0,"Took 5 kids ice-skating today...When is Spring break over HAPPYSMILEY1
"
1291,1.0,"Cooking Dinner ...HAPPYSMILEY1
"
1292,1.0,"new tweet service coming soon. HAPPYSMILEY1
"
1293,1.0,"""""""Working"""" HAPPYSMILEY2""
"
1294,1.0,"Nothing HAPPYSMILEY1
"
1295,1.0,"why I am not so regular in twitter, just thinking. HAPPYSMILEY1
"
1296,1.0,"finding out what cool mobile application to develop HAPPYSMILEY1 http://href.hu/x/550x + cheating some inspiration from apple HAPPYSMILEY1 http://href.hu/x/550y
"
1297,1.0,"Still wondering from The Biggest Loser how someone can be 175 lbs and be in a size 8.  Not in my high altitude of Maine. HAPPYSMILEY1
"
1298,1.0,"busy in business HAPPYSMILEY1
"
1299,1.0,"kösz, john HAPPYSMILEY2)
"
1300,1.0,"but i think i want an Armenian name as well -- what should it be? HAPPYSMILEY1 maybe i'll steal Anoush! HAPPYSMILEY1
"
1301,1.0,"on the verge of a nervous breakdown.  You? HAPPYSMILEY2
"
1302,1.0,"pediatric resident now  HAPPYSMILEY1
"
1303,1.0,"Killing Time HAPPYSMILEY1
"
1304,1.0,"@altblog под ХРюшу не реально, разве что ты сам ручками запакуешь все проги и настройки и сделашь собственный инсталятор HAPPYSMILEY1
"
1305,1.0,"looking for leo HAPPYSMILEY1
"
1306,1.0,"Pondering whether I really want to know what everyone is doing all the time HAPPYSMILEY2
"
1307,1.0,"back on twitter again.. HAPPYSMILEY1
"
1308,1.0,"wonder how much longer i can fool the people at work that i know what i'm doing... HAPPYSMILEY2
"
1309,1.0,"Chasing the monstrous baby Carl around.  HAPPYSMILEY2
"
1310,1.0,"HAPPYSMILEY1
"
1311,1.0,"Start a new day, eat a muffin HAPPYSMILEY1
"
1312,1.0,"Today I am learning what a twitter is HAPPYSMILEY1
"
1313,1.0,"looking at my follower. HAPPYSMILEY1
"
1314,1.0,"Hey Sue he does look like a baby in the picture HAPPYSMILEY3
"
1315,1.0,"I had the best weekend ever! SADSMILEY1 Grandma died. HAPPYSMILEY1 I quit my job! SADSMILEY1 Joe left.  MIXED EMOTIONS D:  (But I'm glad he came).
"
1316,1.0,"hello! is anyone out there? (testing twitter HAPPYSMILEY1)
"
1317,1.0,"Wishing I was taking a nap...but instead I am reading restraining orders. HAPPYSMILEY1
"
1318,1.0,"Wishing I was taking a nap...but instead I am reading restraining orders. HAPPYSMILEY1
"
1319,1.0,"hello good morning HAPPYSMILEY1
"
1320,1.0,"Just woke up. What a nice sleep. HAPPYSMILEY1
"
1321,1.0,"Trying to gauge what all I can do with twitter... HAPPYSMILEY1
"
1322,1.0,"At peace with myself.. reflecting on the unfoldment of the nature within, after a weekend retreat at the Thesophical society, Adyar. HAPPYSMILEY1
"
1323,1.0,"I just caught the train to hyderabad. HAPPYSMILEY1
"
1324,1.0,"out driving my new car HAPPYSMILEY1
"
1325,1.0,"nothing yet HAPPYSMILEY2
"
1326,1.0,"won a photo contest!!! HAPPYSMILEY1
"
1327,1.0,"Waiting impatiently until the end of the day!  HAPPYSMILEY1
"
1328,1.0,"HAPPYSMILEY1
"
1329,1.0,"Well I'm here - now what's the big deal???  HAPPYSMILEY1
"
1330,1.0,"Wondering what this thing Margaret set up is all about.  HAPPYSMILEY1
"
1331,1.0,"""watching """"the prince and me"""" HAPPYSMILEY1""
"
1332,1.0,"i had a sexy night HAPPYSMILEY1 it was wonderful
"
1333,1.0,"Hi looking at twitter for the first time HAPPYSMILEY2
"
1334,1.0,"Checked into Twitter!!!   HAPPYSMILEY2
"
1335,1.0,"going to central library with tess HAPPYSMILEY1
"
1336,1.0,"I'm trying to figure out why twitter is useful HAPPYSMILEY2
"
1337,1.0,"I love walking home as the sun is coming up. so so awesome HAPPYSMILEY1
"
1338,1.0,"Наконец то купили ещё один сервер HAPPYSMILEY1
"
1339,1.0,"Setting up my twitter account. HAPPYSMILEY1
"
1340,1.0,"Finally got to my wonderful LYS and bought Blue Sky 100% organic cotton for my first sweater! HAPPYSMILEY1  Its the Cropped Raglan in Knit n' Style!
"
1341,1.0,"eating ice cream HAPPYSMILEY1
"
1342,1.0,"Waking up from a long good nights sleep, right now   HAPPYSMILEY1
"
1343,1.0,"Time to go burn one (that's make a backup). HAPPYSMILEY1
"
1344,1.0,"getting ready to go to salt springs.. the weather doesnt look very nice right now, but hopefully it'll warm up later HAPPYSMILEY1
"
1345,1.0,"HAPPYSMILEY1
"
1346,1.0,"Two3 gave us a one-two HAPPYSMILEY1 first half was rough being down 1-5, but second half we held them to one goal to lose 1-6
"
1347,1.0,"Had a good run today, about 8.4 km (5.2 miles). It felt really good (and weather was great), although I'm a bit tired now HAPPYSMILEY2
"
1348,1.0,"welcome back! HAPPYSMILEY1
"
1349,1.0,"I'm very happy it's the weekend...and an extended one for me! Yay for leftover vacation time! HAPPYSMILEY1
"
1350,1.0,"Working my butt off HAPPYSMILEY2
"
1351,1.0,"How does this work? I can only see you, Al, in the list of people. Which would imply you're talking to yourself HAPPYSMILEY2
"
1352,1.0,"Back from paddling in good breeze and swell. Awesome - very happy bunny HAPPYSMILEY2
"
1353,1.0,"nursing my sore muscles.  HAPPYSMILEY2
"
1354,1.0,"twittering Camp Baby?  I wanna follow you HAPPYSMILEY1
"
1355,1.0,"heading to work at the bakery and then an all-night shift at the hospital. hoping for a nap in between. snow melting in sunshine HAPPYSMILEY1
"
1356,1.0,"...yeah, what are you doing?  HAPPYSMILEY1
"
1357,1.0,"""going to watch """"days of our life""""....then shower...and off to my 4pm appt HAPPYSMILEY1""
"
1358,1.0,"hello all. HAPPYSMILEY1
"
1359,1.0,"sitting in the office.. just getting caught up after 10 days off HAPPYSMILEY3
"
1360,1.0,"Getting ready for a long overdue vacation HAPPYSMILEY1 Til then...
"
1361,1.0,"back to work... HAPPYSMILEY1
"
1362,1.0,"А, первое апреля наступило HAPPYSMILEY1
"
1363,1.0,"Working at the library HAPPYSMILEY1
"
1364,1.0,"@LotusEvangelist Well your right HAPPYSMILEY2. Still trying to figure out that how to use it to something useful.
"
1365,1.0,"April april! HAPPYSMILEY1
"
1366,1.0,"trying to figure out this crazy thing. HAPPYSMILEY1
"
1367,1.0,"forgot about twitter for a second. miss ya'll in Manila HAPPYSMILEY1
"
1368,1.0,"Fell asleep in the train this morning!!! This boy woke me up, thank goodness I didn't miss my stop HAPPYSMILEY1
"
1369,1.0,"well, this is interesting... HAPPYSMILEY1
"
1370,1.0,"I am nashi. lalalallaa. Julia made this HAPPYSMILEY1 she is amazing. I am in total awe of her sometimes. I wish i could be more like Julia.
"
1371,1.0,"do nothing HAPPYSMILEY1
"
1372,1.0,"I`m dating my sofa HAPPYSMILEY2
"
1373,1.0,"Feeding my baby! HAPPYSMILEY3
"
1374,1.0,"For the 5 people that are following me... my new name is rideit... no underscore! Still won't be very exciting to follow me... sorry HAPPYSMILEY1
"
1375,1.0,"I'm at work, very much looking forward to a stop at the brewery before a good night of guitarwork. HAPPYSMILEY1
"
1376,1.0,"Thanks for the character reference HAPPYSMILEY2
"
1377,1.0,"Just browsing We Like It Raw and decided to join Twitter HAPPYSMILEY2
"
1378,1.0,"Selling the clothes off my back HAPPYSMILEY1
"
1379,1.0,"trying to figure out what twitter is, and how cool is it, that you are emailing half the free world! HAPPYSMILEY3
"
1380,1.0,"It's working! HAPPYSMILEY1
"
1381,1.0,"Getting ready for bed.  HAPPYSMILEY3
"
1382,1.0,"trying to wake up for work HAPPYSMILEY1
"
1383,1.0,"Wondering what I'm going to use this for - HAPPYSMILEY1
"
1384,1.0,"Listening to a training module...and taking a wee nap.... HAPPYSMILEY1
"
1385,1.0,"I am on aim right now so message me its xxneshaxx123 HAPPYSMILEY1
"
1386,1.0,"making dresses. HAPPYSMILEY3
"
1387,1.0,"""Watching """"America's Next Top Model"""" HAPPYSMILEY1""
"
1388,1.0,"hello twitter HAPPYSMILEY2
"
1389,1.0,"trying to figure this out HAPPYSMILEY1)
"
1390,1.0,"hi susie  i need a susie day soon miss you lots HAPPYSMILEY1 let catch up soon
"
1391,1.0,"我就是崇洋  HAPPYSMILEY1    強尼要拍新片嚕.....( Happy )
"
1392,1.0,"Riccardo said he doen't like twitter!!!! I'm about to punch him!!!! HAPPYSMILEY2
"
1393,1.0,"doing nothing as usual HAPPYSMILEY1
"
1394,1.0,"no sooner then u start enjoying d ride, ur stop comes HAPPYSMILEY2))))))))
"
1395,1.0,"Off to clean up some more... I don't think it ever stops.  But it is worth it for a weekend away!  HAPPYSMILEY2
"
1396,1.0,"watching torchwood HAPPYSMILEY1
"
1397,1.0,"Waiting for my first follower. Until then I won't be touching this site; so add me if you know me HAPPYSMILEY1
"
1398,1.0,"finding out stuff HAPPYSMILEY1
"
1399,1.0,"just got home from work ,and about to take a bath! HAPPYSMILEY1
"
1400,1.0,"home for the weekend HAPPYSMILEY1
"
1401,1.0,"HAPPYSMILEY1))))
"
1402,1.0,"learning all about twitter, cool! HAPPYSMILEY1
"
1403,1.0,"Waking up and snow everywhere... so beautiful, so white... It's London and it's April, go figure... snow!!!! HAPPYSMILEY1
"
1404,1.0,"Waiting for the 24 hour marathon to begin HAPPYSMILEY1
"
1405,1.0,"is reflecting on how good today went HAPPYSMILEY1
"
1406,1.0,"Chilled out! HAPPYSMILEY2
"
1407,1.0,"browsing the net and clearing up my mail box after some time HAPPYSMILEY1
"
1408,1.0,"Back from not so huge kite session, hurt my f*^%$# foot HAPPYSMILEY2, going out for dinner.
"
1409,1.0,"some more food, then bed, since we're getting up early. Except i'll go down and go online later... HAPPYSMILEY1
"
1410,1.0,"Думаю о том, отправить ли Кошкину ссылку на этот сайт HAPPYSMILEY1
"
1411,1.0,"at work HAPPYSMILEY1
"
1412,1.0,"is @ work early HAPPYSMILEY1
"
1413,1.0,"Well, unfortunately I am off to Statistical Analysis (thorn in my side) but then having lunch with some buddies. HAPPYSMILEY1
"
1414,1.0,"done.. sending for revision.. that was fast HAPPYSMILEY1
"
1415,1.0,"being a brunette. (no joke), and also getting in the shower. HAPPYSMILEY1
"
1416,1.0,"Nothing HAPPYSMILEY1
"
1417,1.0,"Working -- as usual HAPPYSMILEY2 Not feeling so great today. We have news on what we're having -- what's your bet? Boy or Girl?
"
1418,1.0,"""Good evening! I """"ate many cats and dogs today"""" HAPPYSMILEY1 and now i'm checking my e-mail for the first time today... :|  ...Well, have a good night!""
"
1419,1.0,"Working out in The Box. Not out of breath yet.....maybe i should increase intensity HAPPYSMILEY1
"
1420,1.0,"Good Morning.. HAPPYSMILEY1
"
1421,1.0,"Nothing at all HAPPYSMILEY1
"
1422,1.0,"@styler poke poke poke poke. HAPPYSMILEY1
"
1423,1.0,"For real a system is talking to me? HAPPYSMILEY1 Well I just got home, and I'm checking my email. How about you?
"
1424,1.0,"done with the layout....now for a yummy hot dog HAPPYSMILEY1
"
1425,1.0,"Life's starting to be good again HAPPYSMILEY1
"
1426,1.0,"Watching the British Bachelor HAPPYSMILEY1
"
1427,1.0,"There's power HAPPYSMILEY2
"
1428,1.0,"testing! HAPPYSMILEY1
"
1429,1.0,"chilling HAPPYSMILEY1
"
1430,1.0,"L:55.9603,-3.1921: Almost home HAPPYSMILEY1
"
1431,1.0,"""I would give a try to """"German"""", my opinion.. .HAPPYSMILEY2""
"
1432,1.0,"One week anniversary, she doesn't know I got her anything yet HAPPYSMILEY1
"
1433,1.0,"фуух, пришел с качалки, 30 минут бега пресс жим. на улице жарко... завтра на тренировку... впереди уйма работы... бля.. HAPPYSMILEY1
"
1434,1.0,"Trying to parse the twitter feed HAPPYSMILEY1
"
1435,1.0,"looking for best anime on this season HAPPYSMILEY1
"
1436,1.0,"trying to figure out what I can do on Twitter HAPPYSMILEY1
"
1437,1.0,"i love Vimeo. There, I said it. HAPPYSMILEY1
"
1438,1.0,"At work.... HAPPYSMILEY1
"
1439,1.0,"At work til 6... Come see me! HAPPYSMILEY2
"
1440,1.0,"be careful on power road this week...  lots of radar flying...  HAPPYSMILEY1
"
1441,1.0,"HAPPYSMILEY1
"
1442,1.0,"Enjoying my the start of my weekend HAPPYSMILEY1
"
1443,1.0,"Thinking about taking a nap HAPPYSMILEY1
"
1444,1.0,"working hard as usual HAPPYSMILEY1
"
1445,1.0,"New to twitter.  Thanks dad! HAPPYSMILEY1
"
1446,1.0,"trying to figure out twitter HAPPYSMILEY1
"
1447,1.0,"Tux dice:  :D  HAPPYSMILEY1  :|  SADSMILEY1  HAPPYSMILEY1  :|  :D  HAPPYSMILEY1  :|  :D  HAPPYSMILEY1
"
1448,1.0,"Finding out how twitter works HAPPYSMILEY2
"
1449,1.0,"hi there, this is my first HAPPYSMILEY1
"
1450,1.0,"Just read that my friend Carina is on here too! HAPPYSMILEY2 (Hi sweetie!) and working hard (hardly working) at work :-D
"
1451,1.0,"twittering like a good girl HAPPYSMILEY2
"
1452,1.0,"HAPPYSMILEY1
"
1453,1.0,"Went to a tweet-up last night. Interesting, like people materializing from the computer. I guess I'm a tweeter now HAPPYSMILEY1
"
1454,1.0,"Hi Twitter ...chirp chirp HAPPYSMILEY1)
"
1455,1.0,"it's about time spring is here! HAPPYSMILEY1
"
1456,1.0,"Out from work! HAPPYSMILEY2
"
1457,1.0,"Думаю, ведь это таки интересная вещь. Мило здесь HAPPYSMILEY1
"
1458,1.0,"""Looking forward to seeing you all again next weekend! Yay let's """"build a partY"""" HAPPYSMILEY2""
"
1459,1.0,"knackered after a long day, the good news the weekend is here and I am going to run the mock in town tonight HAPPYSMILEY1
"
1460,1.0,"Finally, end of the work week. HAPPYSMILEY1
"
1461,1.0,"HAPPYSMILEY1
"
1462,1.0,"Trying to get setup. HAPPYSMILEY1
"
1463,1.0,"making lemonade HAPPYSMILEY1
"
1464,1.0,"enjoy life without classes HAPPYSMILEY1
"
1465,1.0,"}HAPPYSMILEY1
"
1466,1.0,"listening to jamie t in anticipation of getting her hair cut to make him smile... HAPPYSMILEY1
"
1467,1.0,"opening a twitter account against my better judgement. HAPPYSMILEY2
"
1468,1.0,"reading my other blog. HAPPYSMILEY1
"
1469,1.0,"i'm eating HAPPYSMILEY1
"
1470,1.0,"HAPPYSMILEY1
"
1471,1.0,"I m on-line now HAPPYSMILEY1
"
1472,1.0,"Helping people HAPPYSMILEY1
"
1473,1.0,"Hi people any Koeans? I'm from Korea. Well if you are not korean it's fine! Nice to meet you HAPPYSMILEY1
"
1474,1.0,"HAPPYSMILEY1
"
1475,1.0,"@keir nice phone mate.  Just got mine. Which twitter client do you use on it ? I'm testing twinkle right now HAPPYSMILEY2
"
1476,1.0,"אני בבית, לקראת שינה. לילה טוב HAPPYSMILEY1
"
1477,1.0,"finding out what this is HAPPYSMILEY1
"
1478,1.0,"A clean grill is a happy grill HAPPYSMILEY1
"
1479,1.0,"в программе такси на тнт ща: Как звали Снегурочку в сказке Островского? ответ: Снегурочка HAPPYSMILEY1
"
1480,1.0,"its been a bit easy day so far with some research on flash video player HAPPYSMILEY1
"
1481,1.0,"FINALLY GOING HOME! HAPPYSMILEY1
"
1482,1.0,"just trying to work HAPPYSMILEY1  but would like to go for outdoor
"
1483,1.0,"Monday to Friday : at work SADSMILEY1 WE : not at work, youpppppiiiiiiiiiiiiii HAPPYSMILEY1))))
"
1484,1.0,"looking to see what twitter is HAPPYSMILEY1
"
1485,1.0,"Working on the first version of new V2EX! HAPPYSMILEY1
"
1486,1.0,"Hey Mark and Josh - Thanks for following me on Twitter HAPPYSMILEY2  I'm going to work, then back home, reading kim's thesis, and then blogging.
"
1487,1.0,"retour de plage: premier coup de soleil de l'année HAPPYSMILEY3
"
1488,1.0,"Lunch behind my desk, Don't want to spend my lunchbreak in the hail. Listening to Harmonia live 1974 album. Will see them on Friday HAPPYSMILEY1
"
1489,1.0,"Now, i go to lunch HAPPYSMILEY1
"
1490,1.0,"@Crazy00 приятного аппетита! HAPPYSMILEY1
"
1491,1.0,"HAPPYSMILEY1
"
1492,1.0,"is setting up twitter HAPPYSMILEY1
"
1493,1.0,"10 more days until a new LOST!!! It's about damn time HAPPYSMILEY1
"
1494,1.0,"Пью чаёк HAPPYSMILEY1
"
1495,1.0,"just figured out what this twitter thing is all about. Man I wish I had a cooler phone... HAPPYSMILEY1
"
1496,1.0,"Currently, I am setting up my Twitter account. It's a pretty slick site!! HAPPYSMILEY2
"
1497,1.0,"Enjoying my new job! HAPPYSMILEY1
"
1498,1.0,"HAPPYSMILEY2 watching the moon...
"
1499,1.0,"cleaning my room!!! how fun!! HAPPYSMILEY1 ;)
"
1500,1.0,"working HAPPYSMILEY1
"
1501,1.0,"i'm working.. HAPPYSMILEY1
"
1502,1.0,"Let's start... let's start... let's start working.... HAPPYSMILEY2
"
1503,1.0,"i finally got a hole in my wall HAPPYSMILEY1
"
1504,1.0,"""Watching Holly's """"Blue Skies Ahead"""" tutorial. Thanks, Holly! HAPPYSMILEY1""
"
1505,1.0,"@perunov  Да, от БарКэмпа достался HAPPYSMILEY1 Адресов 500. И, забавно - все такие родные и близкие... HAPPYSMILEY1
"
1506,1.0,"آبرنگ كار ميكنم آ‹هم به صورت دلي HAPPYSMILEY1 يعني غير حرفه اي
"
1507,1.0,"HAPPYSMILEY1
"
1508,1.0,"I'm so glad our client base is abroad and I can wear what I want to work HAPPYSMILEY1
"
1509,1.0,"drawing presentation for my first web project HAPPYSMILEY1
"
1510,1.0,"Thinking about how it's time to update my profile!  There's no content yet!   Nor do I have Twitter Friends yet!  HAPPYSMILEY1 ... Soon,...soon.
"
1511,1.0,"Thanks HAPPYSMILEY1
"
1512,1.0,"I suck at this stuff but I'll give it a try.  Hope I don't forget my username and password.  HAPPYSMILEY3
"
1513,1.0,"Hey there! Thanks for stopping by. If you want to follow me on Twitter, check out my @rohdesign account. HAPPYSMILEY2
"
1514,1.0,"About to start a session of WOW, after a productive day HAPPYSMILEY1
"
1515,1.0,"I am starting to understand this site a little....tell me what ya think of my layout HAPPYSMILEY1  I am not sure about the color combo....lol
"
1516,1.0,"Boston Market is my new favorite food of the day HAPPYSMILEY1
"
1517,1.0,"I'm doing.........stuff. Loosers. HAPPYSMILEY1
"
1518,1.0,"HAPPYSMILEY1
"
1519,1.0,"Hey you.. ya you! I know who you are. You can hide but you can never run. Watch your back ya. You know I'm coming for you. You know... HAPPYSMILEY1
"
1520,1.0,"aufgewacht. das tat gut HAPPYSMILEY2
"
1521,1.0,"found bobby HAPPYSMILEY1)
"
1522,1.0,"good morning.  have fun today   HAPPYSMILEY1
"
1523,1.0,"HAPPYSMILEY1
"
1524,1.0,"Домой! ДОМООООЙ! HAPPYSMILEY1
"
1525,1.0,"Working, working, working... looking out of my window, seeing sunshine and wondering why I'm still working HAPPYSMILEY1
"
1526,1.0,"Sitting on my chair. Like i always do HAPPYSMILEY1
"
1527,1.0,"is looking forward to Spring Break. HAPPYSMILEY1
"
1528,1.0,"Hello, i just got this ..it's hard to know how , but i will se how HAPPYSMILEY1
"
1529,1.0,"you are too cute HAPPYSMILEY1
"
1530,1.0,"Working HAPPYSMILEY2
"
1531,1.0,"Off to Kung Fu!!! HAPPYSMILEY1
"
1532,1.0,"a little of this and a little of that. HAPPYSMILEY2
"
1533,1.0,"HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1
"
1534,1.0,"i a hotel in Sacramento... tired after a long day at work... but gonna hit the exercise room anyway HAPPYSMILEY2
"
1535,1.0,"Being super tired and thinking about someone.... HAPPYSMILEY1
"
1536,1.0,"Nothing HAPPYSMILEY1
"
1537,1.0,"I'm going home HAPPYSMILEY1
"
1538,1.0,"HAPPYSMILEY1
"
1539,1.0,"@strawpoll fishing ...teach a man to fish and he'll sit in a boat and drink bear all day HAPPYSMILEY1
"
1540,1.0,"starting the weekend with a grin HAPPYSMILEY1
"
1541,1.0,"Chilling HAPPYSMILEY1
"
1542,1.0,"www.vlaamsestartersdag.be very interesting. Following the last session now HAPPYSMILEY1
"
1543,1.0,"I have no idea how twitter actually works, but I have 5 people following me now HAPPYSMILEY1
"
1544,1.0,"gloating HAPPYSMILEY1
"
1545,1.0,"reading nephew Jeff's comments.  He use to always seem so quiet.  It must have been his sister that shut him out HAPPYSMILEY1
"
1546,1.0,"chatting with Kim. HAPPYSMILEY1
"
1547,1.0,"working HAPPYSMILEY1
"
1548,1.0,"HAPPYSMILEY1
"
1549,1.0,"I am a married mother of two and work full time for Nissan and BMW. I also doing photography on the side.  HAPPYSMILEY1
"
1550,1.0,"""Pam ~ """"TrOOp"""" is me (Betsy D.), short for Trooper our cat. HAPPYSMILEY2""
"
1551,1.0,"Getting ready for the Music concert.. HAPPYSMILEY2
"
